2025-09-15 20:23 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6689845638, requests=5
2025-09-20 17:30 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=819646539, requests=20
2025-09-20 17:34 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6210879957, requests=20
2025-09-20 17:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6210879957, requests=20
2025-09-21 05:03 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2141687397, requests=5
2025-09-21 10:27 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 10:27 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 12:14 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6903843830. Message may be too old.
2025-09-21 12:14 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6903843830. Message may be too old.
2025-09-21 12:14 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6903843830. Message may be too old.
2025-09-21 13:50 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:50 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:52 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:52 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:53 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:54 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:55 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:55 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 13:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091166667, requests=20
2025-09-21 14:38 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message in edit_profile for user 1336316761. Message may be too old.
2025-09-21 14:38 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1473699486, requests=7
2025-09-21 14:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-21 14:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-21 14:43 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1193980063, requests=20
2025-09-21 14:49 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6582534363, requests=11
2025-09-21 14:49 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6582534363, requests=11
2025-09-21 14:49 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=819646539, requests=20
2025-09-21 14:49 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8256090006, requests=20
2025-09-21 14:49 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8256090006, requests=20
2025-09-21 14:51 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 1371379592. Message may be too old.
2025-09-21 14:51 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1096019373, requests=20
2025-09-21 14:51 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1096019373, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:44 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:45 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:45 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:45 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 16:45 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1091598728, requests=20
2025-09-21 18:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 18:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 18:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 18:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-21 18:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5548973862, requests=20
2025-09-22 01:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 01:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 01:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 01:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 01:21 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 01:21 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-22 15:54 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1473699486, requests=20
2025-09-22 15:54 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1473699486, requests=20
2025-09-22 19:33 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=877651983, requests=20
2025-09-22 19:34 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=877651983, requests=20
2025-09-22 19:34 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=877651983, requests=20
2025-09-23 06:51 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2051282542, requests=6
2025-09-23 09:11 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 7469897690. Message may be too old.
2025-09-23 10:23 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6399924415, requests=20
2025-09-23 10:23 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6399924415, requests=20
2025-09-23 10:28 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6382005628. Message may be too old.
2025-09-23 10:28 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6382005628. Message may be too old.
2025-09-23 15:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7710392982, requests=20
2025-09-23 15:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7710392982, requests=20
2025-09-23 18:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1838759937, requests=17
2025-09-23 18:26 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1838759937, requests=20
2025-09-23 18:26 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1838759937, requests=20
2025-09-23 18:27 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 1838759937. Message may be too old.
2025-09-23 22:01 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=825260236, requests=20
2025-09-23 22:01 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=825260236, requests=20
2025-09-24 04:48 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 5138039746. Message may be too old.
2025-09-24 10:00 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6361731683. Message may be too old.
2025-09-24 10:00 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6361731683. Message may be too old.
2025-09-24 12:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2085953838, requests=20
2025-09-24 12:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2085953838, requests=20
2025-09-24 12:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2085953838, requests=20
2025-09-24 12:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=2085953838, requests=20
2025-09-24 17:52 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1451757079, requests=20
2025-09-24 18:08 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1046019911, requests=7
2025-09-24 18:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6407633113, requests=20
2025-09-24 18:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6407633113, requests=20
2025-09-24 18:55 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-24 18:55 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-24 18:55 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-24 20:41 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message in edit_profile for user 6082738409. Message may be too old.
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-24 21:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5492415961, requests=20
2025-09-25 06:32 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 5940061636. Message may be too old.
2025-09-25 06:33 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5940061636, requests=10
2025-09-25 13:23 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=5
2025-09-25 15:06 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-25 15:06 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-25 15:06 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-25 15:06 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6506340463, requests=20
2025-09-26 10:33 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 5180021292. Message may be too old.
2025-09-26 17:04 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 1415755860. Message may be too old.
2025-09-26 18:33 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5893455587, requests=20
2025-09-26 18:33 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5893455587, requests=20
2025-09-26 18:33 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5893455587, requests=14
2025-09-26 18:43 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5893455587, requests=13
2025-09-26 18:43 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5893455587, requests=13
2025-09-27 10:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:20 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:37 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:37 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 10:38 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 11:46 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 1626711443. Message may be too old.
2025-09-27 14:45 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1838759937, requests=16
2025-09-27 14:46 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1473699486, requests=20
2025-09-27 14:46 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1473699486, requests=20
2025-09-27 14:53 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6382005628. Message may be too old.
2025-09-27 15:12 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6419823045, requests=20
2025-09-27 15:12 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6419823045, requests=20
2025-09-27 15:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7835961113, requests=20
2025-09-27 15:14 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7835961113, requests=20
2025-09-27 15:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5667300968, requests=20
2025-09-27 15:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5667300968, requests=20
2025-09-27 15:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5667300968, requests=20
2025-09-27 15:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5667300968, requests=20
2025-09-27 15:24 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5667300968, requests=20
2025-09-27 15:53 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 1872101104. Message may be too old.
2025-09-27 17:02 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5906681884, requests=20
2025-09-27 17:02 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5906681884, requests=20
2025-09-27 17:10 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5094411694, requests=20
2025-09-27 17:21 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1708720827, requests=15
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 17:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-27 18:39 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5292289658, requests=20
2025-09-27 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8053575113, requests=20
2025-09-27 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8053575113, requests=20
2025-09-27 19:01 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 19:01 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 19:02 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 20:18 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1211932716, requests=20
2025-09-27 20:18 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1211932716, requests=20
2025-09-27 20:48 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 20:48 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 20:50 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 20:50 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 20:50 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1298791435, requests=20
2025-09-27 22:09 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=5763372693, requests=5
2025-09-28 04:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=20
2025-09-28 04:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=20
2025-09-28 04:40 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=20
2025-09-28 05:49 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6422904227. Message may be too old.
2025-09-28 05:59 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=944477639, requests=20
2025-09-28 05:59 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=944477639, requests=20
2025-09-28 05:59 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=944477639, requests=20
2025-09-28 06:27 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6556149989, requests=20
2025-09-28 06:27 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6556149989, requests=20
2025-09-28 06:27 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6556149989, requests=20
2025-09-28 07:13 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7607563018, requests=20
2025-09-28 07:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8403344599, requests=20
2025-09-28 07:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=8403344599, requests=20
2025-09-28 08:18 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=20
2025-09-28 08:19 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=923835007, requests=20
2025-09-28 18:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7812595360, requests=20
2025-09-28 18:25 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=7812595360, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:57 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 18:58 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=6878669743, requests=20
2025-09-28 20:26 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:26 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:26 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:28 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:28 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:28 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:29 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-28 20:29 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=1857973830, requests=20
2025-09-29 02:51 - WARNING - USER[SYSTEM:SYSTEM] - Failed to delete message for user 6057304448. Message may be too old.
2025-09-29 07:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
2025-09-29 07:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
2025-09-29 07:35 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
2025-09-29 07:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
2025-09-29 07:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
2025-09-29 07:36 - WARNING - USER[SYSTEM:SYSTEM] - Rate limit exceeded: user_id=777991437, requests=20
